SEASON,SUBBASIN,NAME,ISO_TIME,i_lat,LAT,i_lon,LON,DIST2LAND,LANDFALL,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS
1950,NA,BAKER,8/25/1950 12:00,9,21.7,21,-78.1,0,0,TS,35, ,0
1950,NA,BAKER,8/25/1950 15:00,9,21.707,21,-78.6376,0,0,TS,32, ,-1
1950,NA,BAKER,8/25/1950 18:00,9,21.7,20,-79.1,0,0,TD,30, ,-1
1950,CS,BAKER,8/25/1950 21:00,9,21.6998,20,-79.5925,0,0,TD,32, ,-1
1950,CS,BAKER,8/26/1950 0:00,9,21.7,19,-80.1,10,10,TS,35, ,0
1950,CS,BAKER,8/26/1950 3:00,9,21.6927,19,-80.6726,44,33,TS,40, ,0
1950,CS,BAKER,8/26/1950 6:00,9,21.7,18,-81.2,33,33,TS,45, ,0
1950,CS,BAKER,8/26/1950 9:00,9,21.7422,18,-81.5875,49,39,TS,45, ,0
1950,CS,BAKER,8/26/1950 12:00,9,21.8,18,-81.9,45,38,TS,45, ,0
1950,CS,BAKER,8/26/1950 15:00,9,21.8499,17,-82.2,38,23,TS,47, ,0
1950,CS,BAKER,8/26/1950 18:00,9,21.9,17,-82.5,23,11,TS,50, ,0
1950,CS,BAKER,8/26/1950 21:00,9,21.9424,17,-82.8351,11,11,TS,50, ,0
1950,CS,BAKER,8/27/1950 0:00,8,22,16,-83.2,24,11,TS,50, ,0
1950,CS,BAKER,8/27/1950 3:00,8,22.1001,16,-83.6074,11,0,TS,47, ,0
1950,NA,BAKER,8/27/1950 6:00,8,22.2,15,-84,0,0,TS,45, ,0
1950,NA,BAKER,8/27/1950 9:00,8,22.2573,15,-84.3076,0,0,TS,47, ,0
1950,GM,BAKER,8/27/1950 12:00,8,22.3,15,-84.6,20,20,TS,50, ,0
1950,GM,BAKER,8/27/1950 15:00,8,22.3424,15,-84.9351,44,44,TS,52, ,0
1950,GM,BAKER,8/27/1950 18:00,8,22.4,14,-85.3,63,63,TS,55,996,0
1950,GM,BAKER,8/27/1950 21:00,8,22.4925,14,-85.7,98,98,TS,55, ,0
1950,GM,BAKER,8/28/1950 0:00,8,22.6,13,-86.1,137,137,TS,55, ,0
1950,GM,BAKER,8/28/1950 3:00,8,22.7,13,-86.48,143,137,TS,55, ,0
1950,GM,BAKER,8/28/1950 6:00,8,22.8,13,-86.8,146,145,TS,55, ,0
1950,GM,BAKER,8/28/1950 9:00,8,22.8999,12,-87.0301,156,156,TS,55, ,0
1950,GM,BAKER,8/28/1950 12:00,7,23,12,-87.2,168,168,TS,55,998,0
1950,GM,BAKER,8/28/1950 15:00,7,23.0925,12,-87.365,181,181,TS,55,997,0
1950,GM,BAKER,8/28/1950 18:00,7,23.2,12,-87.5,191,191,TS,55,996,0
1950,GM,BAKER,8/28/1950 21:00,7,23.35,12,-87.6,201,201,TS,60, ,0
1950,GM,BAKER,8/29/1950 0:00,7,23.5,12,-87.7,223,223,HU,65, ,1
1950,GM,BAKER,8/29/1950 3:00,7,23.6075,12,-87.8425,234,234,HU,70, ,1
1950,GM,BAKER,8/29/1950 6:00,7,23.7,11,-88,245,245,HU,75, ,1
1950,GM,BAKER,8/29/1950 9:00,7,23.8,11,-88.165,257,257,HU,77, ,1
1950,GM,BAKER,8/29/1950 12:00,7,23.9,11,-88.3,268,268,HU,80, ,1
1950,GM,BAKER,8/29/1950 15:00,7,23.97,11,-88.3576,279,279,HU,82, ,1
1950,GM,BAKER,8/29/1950 18:00,6,24.1,11,-88.4,290,290,HU,85, ,2
1950,GM,BAKER,8/29/1950 21:00,6,24.34,11,-88.4925,312,312,HU,87, ,2
1950,GM,BAKER,8/30/1950 0:00,6,24.7,11,-88.6,357,357,HU,90, ,2
1950,GM,BAKER,8/30/1950 3:00,5,25.1475,11,-88.7001,402,369,HU,90, ,2
1950,GM,BAKER,8/30/1950 6:00,5,25.7,11,-88.8,369,302,HU,90, ,2
1950,GM,BAKER,8/30/1950 9:00,4,26.335,11,-88.9369,302,223,HU,90, ,2
1950,GM,BAKER,8/30/1950 12:00,3,27,10,-89,223,157,HU,90, ,2
1950,GM,BAKER,8/30/1950 15:00,3,27.6075,11,-88.9027,157,97,HU,87, ,2
1950,GM,BAKER,8/30/1950 18:00,2,28.2,11,-88.7,97,66,HU,85, ,2
1950,GM,BAKER,8/30/1950 21:00,2,28.7592,11,-88.4533,59,59,HU,80, ,1
1950,GM,BAKER,8/31/1950 0:00,1,29.4,11,-88.2,84,11,HU,75,979,1
1950,GM,BAKER,8/31/1950 3:00,0,30.2,11,-88,0,0,HU,75,979,1
1950,NA,BAKER,8/31/1950 4:00,0,30.7,12,-87.9,0,0,HU,75, ,1
1950,CS,EASY,9/1/1950 6:00,11,19.7,16,-83.2,194,183,TS,40, ,0
1950,CS,EASY,9/1/1950 9:00,11,19.8,16,-83.2,183,172,TS,42, ,0
1950,CS,EASY,9/1/1950 12:00,11,19.9,16,-83.2,172,161,TS,45, ,0
1950,CS,EASY,9/1/1950 15:00,10,20,16,-83.2,161,151,TS,47, ,0
1950,CS,EASY,9/1/1950 18:00,10,20.1,16,-83.2,151,140,TS,50, ,0
1950,CS,EASY,9/1/1950 21:00,10,20.2,16,-83.1925,140,129,TS,50, ,0
1950,CS,EASY,9/2/1950 0:00,10,20.3,16,-83.2,129,119,TS,50, ,0
1950,CS,EASY,9/2/1950 3:00,10,20.4,16,-83.25,119,113,TS,52, ,0
1950,CS,EASY,9/2/1950 6:00,10,20.5,16,-83.3,113,103,TS,55, ,0
1950,CS,EASY,9/2/1950 9:00,10,20.6,16,-83.315,103,93,TS,55, ,0
1950,CS,EASY,9/2/1950 12:00,10,20.7,16,-83.3,93,84,TS,55,996,0
1950,CS,EASY,9/2/1950 15:00,10,20.7774,16,-83.2874,84,69,TS,55,995,0
1950,CS,EASY,9/2/1950 18:00,10,20.9,16,-83.2,69,39,TS,55,995,0
1950,CS,EASY,9/2/1950 21:00,9,21.1185,17,-82.9875,39,0,TS,62, ,0
1950,CS,EASY,9/3/1950 0:00,9,21.4,17,-82.7,10,10,HU,70, ,1
1950,CS,EASY,9/3/1950 1:00,9,21.5,17,-82.6,10,0,HU,70, ,1
1950,CS,EASY,9/3/1950 3:00,9,21.7575,17,-82.5094,15,15,HU,74, ,1
1950,CS,EASY,9/3/1950 6:00,8,22.4,17,-82.4,20,0,HU,80, ,1
1950,CS,EASY,9/3/1950 7:00,8,22.7,17,-82.3,0,0,HU,80, ,1
1950,NA,EASY,9/3/1950 9:00,7,23.2047,17,-82.2179,11,11,HU,77, ,1
1950,NA,EASY,9/3/1950 12:00,7,23.8,17,-82.3,78,78,HU,75,980,1
1950,NA,EASY,9/3/1950 15:00,6,24.3535,17,-82.4324,145,142,HU,75,980,1
1950,GM,EASY,9/3/1950 18:00,6,24.9,17,-82.6,143,109,HU,75,980,1
1950,GM,EASY,9/3/1950 21:00,5,25.5649,17,-82.6854,105,82,HU,77, ,1
1950,GM,EASY,9/4/1950 0:00,4,26.2,17,-82.8,82,68,HU,80, ,1
1950,GM,EASY,9/4/1950 3:00,4,26.7026,16,-83.0497,70,68,HU,82, ,1
1950,GM,EASY,9/4/1950 6:00,3,27.1,16,-83.3,72,70,HU,85, ,2
1950,GM,EASY,9/4/1950 9:00,3,27.4449,16,-83.4153,74,59,HU,85, ,2
1950,GM,EASY,9/4/1950 12:00,3,27.7,16,-83.5,63,59,HU,85,973,2
1950,GM,EASY,9/4/1950 15:00,3,27.8876,16,-83.6725,78,78,HU,85,973,2
1950,GM,EASY,9/4/1950 18:00,2,28,16,-83.8,89,89,HU,85,973,2
1950,GM,EASY,9/4/1950 21:00,2,28.0424,16,-83.8024,89,81,HU,90, ,2
1950,GM,EASY,9/5/1950 0:00,2,28.1,16,-83.7,81,67,HU,95, ,2
1950,GM,EASY,9/5/1950 3:00,2,28.2851,16,-83.5152,72,62,HU,100, ,3
1950,GM,EASY,9/5/1950 6:00,2,28.5,16,-83.3,62,48,HU,105, ,3
1950,GM,EASY,9/5/1950 9:00,2,28.6523,16,-83.1376,44,29,HU,105, ,3
1950,GM,EASY,9/5/1950 12:00,2,28.8,16,-83,29,9,HU,105, ,3
1950,GM,EASY,9/5/1950 15:00,1,29.0203,17,-82.8495,0,0,HU,105, ,3
1950,GM,EASY,9/5/1950 17:00,1,29.1,17,-82.8,0,0,HU,105,960,3
1950,GM,EASY,9/5/1950 18:00,1,29.1,17,-82.8,0,0,HU,105,960,3
1950,GM,EASY,9/5/1950 21:00,2,28.9443,17,-82.8111,11,11,HU,100, ,3
1950,GM,EASY,9/6/1950 0:00,2,28.7,17,-82.8,19,9,HU,95, ,2
1950,GM,EASY,9/6/1950 3:00,2,28.5482,17,-82.7377,9,9,HU,91, ,2
1950,GM,EASY,9/6/1950 4:00,2,28.5,17,-82.7,9,0,HU,90, ,2
1950,NA,EASY,9/6/1950 6:00,2,28.4,17,-82.6,0,0,HU,75, ,1
1950,NA,EASY,9/6/1950 9:00,2,28.2496,17,-82.3666,0,0,HU,67, ,1
1950,NA,EASY,9/6/1950 12:00,2,28.2,17,-82.1,0,0,TS,60, ,0
1950,NA,EASY,9/6/1950 15:00,2,28.3325,18,-81.8703,0,0,TS,50, ,0
1950,NA,EASY,9/6/1950 18:00,2,28.6,18,-81.7,0,0,TS,40, ,0
1950,NA,EASY,9/6/1950 21:00,2,28.9124,18,-81.5977,0,0,TS,40, ,0
1950,NA,EASY,9/7/1950 0:00,1,29.3,18,-81.6,0,0,TS,40, ,0
1950,NA,EASY,9/7/1950 3:00,1,29.7271,18,-81.6607,0,0,TS,37, ,0
1950,NA,EASY,9/7/1950 6:00,0,30.2,18,-81.9,0,0,TS,35, ,0
1950,NA,EASY,9/7/1950 9:00,0,30.707,17,-82.3376,0,0,TS,32, ,-1
1950,GM,HOW,10/1/1950 6:00,5,25.6,11,-88.4,385,373,TD,30, ,-1
1950,GM,HOW,10/1/1950 9:00,5,25.6975,11,-88.455,373,362,TD,30, ,-1
1950,GM,HOW,10/1/1950 12:00,5,25.8,11,-88.5,362,351,TD,30, ,-1
1950,GM,HOW,10/1/1950 15:00,5,25.9075,11,-88.535,351,338,TD,32, ,-1
1950,GM,HOW,10/1/1950 18:00,4,26,11,-88.6,338,337,TS,35, ,0
1950,GM,HOW,10/1/1950 21:00,4,26.0499,11,-88.7126,337,324,TS,35, ,0
1950,GM,HOW,10/2/1950 0:00,4,26.1,11,-88.9,324,312,TS,35, ,0
1950,GM,HOW,10/2/1950 3:00,4,26.1999,10,-89.1624,312,302,TS,35, ,0
1950,GM,HOW,10/2/1950 6:00,4,26.3,10,-89.5,304,296,TS,35, ,0
1950,GM,HOW,10/2/1950 9:00,4,26.38,10,-89.8848,300,300,TS,35, ,0
1950,GM,HOW,10/2/1950 12:00,4,26.4,9,-90.3,301,301,TS,35, ,0
1950,GM,HOW,10/2/1950 15:00,4,26.3223,9,-90.6851,312,312,TS,37, ,0
1950,GM,HOW,10/2/1950 18:00,4,26.2,8,-91.1,324,324,TS,40, ,0
1950,GM,HOW,10/2/1950 21:00,4,26.1221,8,-91.5545,342,342,TS,40, ,0
1950,GM,HOW,10/3/1950 0:00,4,26,7,-92.1,365,365,TS,40, ,0
1950,GM,HOW,10/3/1950 3:00,5,25.7727,7,-92.7778,413,364,TS,40, ,0
1950,GM,HOW,10/3/1950 6:00,5,25.5,6,-93.5,364,310,TS,40, ,0
1950,GM,HOW,10/3/1950 9:00,5,25.2349,5,-94.18,304,250,TS,40, ,0
1950,GM,HOW,10/3/1950 12:00,5,25,5,-94.8,250,206,TS,40, ,0
1950,GM,HOW,10/3/1950 15:00,6,24.8347,4,-95.3371,210,170,TS,40, ,0
1950,GM,HOW,10/3/1950 18:00,6,24.7,4,-95.8,170,138,TS,40, ,0
1950,GM,HOW,10/3/1950 21:00,6,24.5574,3,-96.2298,138,111,TS,40, ,0
1950,GM,HOW,10/4/1950 0:00,6,24.4,3,-96.6,111,87,TS,40, ,0
1950,GM,HOW,10/4/1950 3:00,6,24.2148,3,-96.9148,87,60,TS,37, ,0
1950,GM,HOW,10/4/1950 6:00,6,24,2,-97.2,60,30,TS,35, ,0
1950,GM,HOW,10/4/1950 9:00,7,23.7574,2,-97.4999,30,0,TS,32, ,-1
1950,NA,HOW,10/4/1950 12:00,7,23.5,2,-97.8,0,0,TD,30, ,-1
1950,NA,HOW,10/4/1950 15:00,7,23.2476,1,-98.1002,0,0,TD,27, ,-1
1950,NA,HOW,10/4/1950 18:00,7,23,1,-98.4,0, ,TD,25, ,-1
1950,GM,ITEM,10/8/1950 6:00,7,23.3,9,-90.4,240,240,TS,35, ,0
1950,GM,ITEM,10/8/1950 9:00,7,23.3076,9,-90.7001,248,248,TS,37, ,0
1950,GM,ITEM,10/8/1950 12:00,7,23.3,8,-91,256,256,TS,40, ,0
1950,GM,ITEM,10/8/1950 15:00,7,23.2524,8,-91.2998,266,255,TS,42, ,0
1950,GM,ITEM,10/8/1950 18:00,7,23.1,8,-91.6,260,251,TS,45, ,0
1950,GM,ITEM,10/8/1950 21:00,8,22.78,8,-91.9077,251,242,TS,45, ,0
1950,GM,ITEM,10/9/1950 0:00,8,22.4,7,-92.2,244,237,TS,45,1002,0
1950,GM,ITEM,10/9/1950 3:00,8,22.0849,7,-92.4573,253,248,TS,47, ,0
1950,GM,ITEM,10/9/1950 6:00,9,21.8,7,-92.7,260,260,TS,50, ,0
1950,GM,ITEM,10/9/1950 9:00,9,21.5424,7,-92.9423,270,270,TS,52, ,0
1950,GM,ITEM,10/9/1950 12:00,9,21.3,6,-93.2,294,281,TS,55, ,0
1950,GM,ITEM,10/9/1950 15:00,9,21.035,6,-93.5001,281,267,TS,60, ,0
1950,GM,ITEM,10/9/1950 18:00,10,20.8,6,-93.8,271,241,HU,65, ,1
1950,GM,ITEM,10/9/1950 21:00,10,20.635,5,-94.0649,241,222,HU,70, ,1
1950,GM,ITEM,10/10/1950 0:00,10,20.5,5,-94.3,222,203,HU,75,990,1
1950,GM,ITEM,10/10/1950 3:00,10,20.3574,5,-94.5074,203,175,HU,77, ,1
1950,GM,ITEM,10/10/1950 6:00,10,20.2,5,-94.7,175,148,HU,80, ,1
1950,GM,ITEM,10/10/1950 9:00,10,20.0075,5,-94.9075,148,123,HU,82, ,1
1950,GM,ITEM,10/10/1950 12:00,11,19.8,4,-95.1,123,100,HU,85, ,2
1950,GM,ITEM,10/10/1950 15:00,11,19.5925,4,-95.2575,95,74,HU,87, ,2
1950,GM,ITEM,10/10/1950 18:00,11,19.4,4,-95.4,74,59,HU,90,980,2
1950,GM,ITEM,10/10/1950 21:00,11,19.2429,4,-95.55,49,30,HU,90, ,2
1950,GM,ITEM,10/11/1950 0:00,11,19.1,4,-95.7,30,10,HU,90, ,2
1950,GM,ITEM,10/11/1950 3:00,12,18.95,4,-95.8701,10,0,HU,90, ,2
1950,GM,ITEM,10/11/1950 4:00,12,18.9,4,-95.9,0,0,HU,90, ,2
1950,GM,ITEM,10/11/1950 6:00,12,18.8,4,-95.9,0,0,HU,75, ,1
1950,NA,ITEM,10/11/1950 9:00,12,18.65,4,-95.9449,0,0,HU,57, ,0
1950,NA,ITEM,10/11/1950 12:00,12,18.5,3,-96,0,0,TS,40, ,0
1950,NA,ITEM,10/11/1950 15:00,12,18.35,3,-96.0142,0,0,TS,32, ,-1
1950,NA,ITEM,10/11/1950 18:00,12,18.2,3,-96,0, ,TD,25, ,-1
1950,CS,KING,10/13/1950 6:00,14,16,15,-84.2,24,24,TD,25, ,-1
1950,CS,KING,10/13/1950 9:00,14,16,15,-84.03,39,39,TD,25, ,-1
1950,CS,KING,10/13/1950 12:00,14,16,16,-83.9,46,46,TD,25, ,-1
1950,CS,KING,10/13/1950 15:00,14,16,16,-83.835,49,49,TD,25, ,-1
1950,CS,KING,10/13/1950 18:00,14,16,16,-83.8,49,49,TD,25, ,-1
1950,CS,KING,10/13/1950 21:00,15,15.9925,16,-83.75,55,55,TD,27, ,-1
1950,CS,KING,10/14/1950 0:00,14,16,16,-83.7,55,55,TD,30, ,-1
1950,CS,KING,10/14/1950 3:00,14,16.0425,16,-83.65,61,55,TD,30, ,-1
1950,CS,KING,10/14/1950 6:00,14,16.1,16,-83.6,70,70,TD,30, ,-1
1950,CS,KING,10/14/1950 9:00,14,16.15,16,-83.5575,79,70,TD,30, ,-1
1950,CS,KING,10/14/1950 12:00,14,16.2,16,-83.5,85,85,TD,30, ,-1
1950,CS,KING,10/14/1950 15:00,14,16.2349,16,-83.4374,92,92,TD,32, ,-1
1950,CS,KING,10/14/1950 18:00,14,16.3,16,-83.3,108,108,TS,35, ,0
1950,CS,KING,10/14/1950 21:00,14,16.435,16,-83.0375,130,130,TS,37, ,0
1950,CS,KING,10/15/1950 0:00,14,16.6,17,-82.7,163,163,TS,40, ,0
1950,CS,KING,10/15/1950 3:00,14,16.7498,17,-82.3799,189,189,TS,42, ,0
1950,CS,KING,10/15/1950 6:00,14,16.9,17,-82,233,233,TS,45, ,0
1950,CS,KING,10/15/1950 9:00,13,17.035,18,-81.5223,278,278,TS,47, ,0
1950,CS,KING,10/15/1950 12:00,13,17.2,18,-81,297,239,TS,50, ,0
1950,CS,KING,10/15/1950 15:00,13,17.42,19,-80.4775,239,178,TS,52, ,0
1950,CS,KING,10/15/1950 18:00,13,17.7,19,-80,178,128,TS,55,992,0
1950,CS,KING,10/15/1950 21:00,12,18.0499,20,-79.5976,128,95,TS,60, ,0
1950,CS,KING,10/16/1950 0:00,12,18.4,20,-79.3,97,86,HU,65, ,1
1950,CS,KING,10/16/1950 3:00,12,18.6724,20,-79.1198,90,86,HU,67, ,1
1950,CS,KING,10/16/1950 6:00,12,18.9,20,-79,92,92,HU,70, ,1
1950,CS,KING,10/16/1950 9:00,11,19.085,21,-78.8573,100,94,HU,72, ,1
1950,CS,KING,10/16/1950 12:00,11,19.3,21,-78.7,109,86,HU,75,985,1
1950,CS,KING,10/16/1950 15:00,11,19.5695,21,-78.4708,86,62,HU,77, ,1
1950,CS,KING,10/16/1950 18:00,10,20,21,-78.3,66,22,HU,80, ,1
1950,CS,KING,10/16/1950 21:00,10,20.7136,21,-78.3128,22,0,HU,80, ,1
1950,CS,KING,10/16/1950 22:00,10,20.9,21,-78.3,0,0,HU,80, ,1
1950,NA,KING,10/17/1950 0:00,9,21.1,21,-78.2,0,0,HU,75, ,1
1950,NA,KING,10/17/1950 3:00,9,21.5982,21,-78.1649,0,0,HU,70, ,1
1950,NA,KING,10/17/1950 6:00,8,22.2,21,-78.3,10,0,HU,65, ,1
1950,NA,KING,10/17/1950 9:00,8,22.7227,21,-78.6195,44,44,HU,67, ,1
1950,NA,KING,10/17/1950 12:00,7,23.2,20,-79,83,83,HU,70,988,1
1950,NA,KING,10/17/1950 15:00,7,23.6224,20,-79.2802,105,105,HU,80, ,1
1950,NA,KING,10/17/1950 18:00,6,24,20,-79.5,121,115,HU,90, ,2
1950,NA,KING,10/17/1950 21:00,6,24.316,20,-79.6503,113,75,HU,97, ,3
1950,NA,KING,10/18/1950 0:00,6,24.7,20,-79.8,75,40,HU,105, ,3
1950,NA,KING,10/18/1950 3:00,5,25.2816,19,-80.0192,37,0,HU,110, ,3
1950,NA,KING,10/18/1950 5:00,5,25.7,19,-80.2,0,0,HU,115,955,4
1950,NA,KING,10/18/1950 6:00,5,25.9,19,-80.3,0,0,HU,115,955,4
1950,NA,KING,10/18/1950 9:00,4,26.4821,19,-80.6486,0,0,HU,97,965,3
1950,NA,KING,10/18/1950 12:00,3,27.1,18,-81,0,0,HU,80,975,1
1950,NA,KING,10/18/1950 15:00,3,27.8347,18,-81.236,0,0,HU,75,979,1
1950,NA,KING,10/18/1950 18:00,2,28.6,18,-81.5,0,0,HU,70,983,1
1950,NA,KING,10/18/1950 21:00,1,29.3299,18,-81.905,0,0,HU,67,986,1
1950,NA,KING,10/19/1950 0:00,0,30,17,-82.4,0,0,HU,65,989,1
1950,NA,KING,10/19/1950 3:00,0,30.61,17,-82.9424,0,0,HU,55,990,0
1950,GM,LOVE,10/18/1950 0:00,5,25.5,10,-89.5,392,385,TS,40, ,0
1950,GM,LOVE,10/18/1950 3:00,5,25.6284,9,-90.112,390,368,TS,45, ,0
1950,GM,LOVE,10/18/1950 6:00,5,25.8,9,-90.5,368,346,TS,50, ,0
1950,GM,LOVE,10/18/1950 9:00,4,26.0422,9,-90.5381,346,312,TS,55, ,0
1950,GM,LOVE,10/18/1950 12:00,4,26.3,9,-90.5,312,290,TS,60, ,0
1950,GM,LOVE,10/18/1950 15:00,4,26.5451,9,-90.7197,290,267,TS,60, ,0
1950,GM,LOVE,10/18/1950 18:00,4,26.7,8,-91,268,268,TS,60, ,0
1950,GM,LOVE,10/18/1950 21:00,4,26.695,8,-91.2227,269,269,TS,60, ,0
1950,GM,LOVE,10/19/1950 0:00,4,26.6,8,-91.4,283,283,TS,60, ,0
1950,GM,LOVE,10/19/1950 3:00,4,26.5225,8,-91.53,296,296,TS,60, ,0
1950,GM,LOVE,10/19/1950 6:00,4,26.4,8,-91.6,309,309,TS,60, ,0
1950,GM,LOVE,10/19/1950 9:00,4,26.2149,8,-91.6602,333,333,TS,60, ,0
1950,GM,LOVE,10/19/1950 12:00,4,26,8,-91.6,352,352,TS,60,990,0
1950,GM,LOVE,10/19/1950 15:00,5,25.7846,8,-91.4049,371,371,TS,62,990,0
1950,GM,LOVE,10/19/1950 18:00,5,25.6,8,-91,390,390,HU,65,990,1
1950,GM,LOVE,10/19/1950 21:00,5,25.448,9,-90.352,413,405,HU,67,988,1
1950,GM,LOVE,10/20/1950 0:00,5,25.4,10,-89.6,405,390,HU,70,987,1
1950,GM,LOVE,10/20/1950 3:00,5,25.5124,11,-88.9206,391,374,HU,70, ,1
1950,GM,LOVE,10/20/1950 6:00,5,25.7,11,-88.3,376,370,HU,70, ,1
1950,GM,LOVE,10/20/1950 9:00,5,25.8422,12,-87.7623,379,372,HU,70, ,1
1950,GM,LOVE,10/20/1950 12:00,4,26,12,-87.3,379,373,HU,70, ,1
1950,GM,LOVE,10/20/1950 15:00,4,26.1694,13,-86.9218,380,376,HU,70, ,1
1950,GM,LOVE,10/20/1950 18:00,4,26.4,13,-86.5,383,325,HU,70,991,1
1950,GM,LOVE,10/20/1950 21:00,4,26.6753,14,-85.8794,325,243,HU,70, ,1
1950,GM,LOVE,10/21/1950 0:00,3,27.1,14,-85.2,243,168,HU,70, ,1
1950,GM,LOVE,10/21/1950 3:00,3,27.7456,15,-84.5538,168,117,HU,65, ,1
1950,GM,LOVE,10/21/1950 6:00,2,28.5,15,-84,117,38,TS,60, ,0
1950,GM,LOVE,10/21/1950 9:00,1,29.2467,16,-83.6078,38,0,TS,54, ,0
1950,NA,LOVE,10/21/1950 11:00,1,29.7,16,-83.4,0,0,TS,50, ,0
1950,NA,LOVE,10/21/1950 12:00,1,29.9,16,-83.3,0,0,TS,50, ,0
1950,NA,LOVE,10/21/1950 15:00,0,30.4025,17,-82.9939,0,0,TS,40, ,0
1950,NA,LOVE,10/21/1950 18:00,0,30.8,17,-82.7,0,0,TD,30, ,-1
1951,NA,ABLE,5/17/1951 3:00,1,29.055,21,-78.0017,252,207,TS,50, ,0
1951,NA,ABLE,5/17/1951 6:00,2,28.8,21,-78.4,207,185,TS,55, ,0
1951,NA,ABLE,5/17/1951 9:00,2,28.5073,21,-78.6597,175,167,TS,60, ,0
1951,NA,ABLE,5/17/1951 12:00,2,28.2,21,-78.8,169,148,HU,65, ,1
1951,NA,ABLE,5/17/1951 15:00,3,27.8349,21,-78.9025,144,131,HU,67, ,1
1951,NA,ABLE,5/17/1951 18:00,3,27.5,21,-78.9,131,126,HU,70,983,1
1951,NA,ABLE,5/17/1951 21:00,3,27.2625,21,-78.7798,131,126,HU,72, ,1
1951,NA,ABLE,5/18/1951 0:00,3,27.1,21,-78.6,142,140,HU,75, ,1
1951,NA,ABLE,5/18/1951 3:00,4,26.9625,21,-78.4575,150,150,HU,75, ,1
1951,NA,ABLE,5/18/1951 6:00,4,26.9,21,-78.3,168,168,HU,75, ,1
1951,NA,ABLE,5/18/1951 9:00,4,26.92,21,-78.1076,188,188,HU,75, ,1
1951,CS,CHARLIE,8/18/1951 9:00,12,18.2133,21,-78.6276,21,21,HU,80, ,1
1951,CS,CHARLIE,8/18/1951 12:00,12,18.3,20,-79.4,106,106,HU,75, ,1
1951,CS,CHARLIE,8/18/1951 15:00,12,18.4423,19,-80.1725,191,191,HU,75, ,1
1951,CS,CHARLIE,8/18/1951 18:00,12,18.6,19,-80.9,267,267,HU,75, ,1
1951,CS,CHARLIE,8/18/1951 21:00,12,18.7497,18,-81.5726,326,286,HU,77, ,1
1951,CS,CHARLIE,8/19/1951 0:00,12,18.9,17,-82.2,286,268,HU,80,982,1
1951,CS,CHARLIE,8/19/1951 3:00,11,19.0573,17,-82.815,257,249,HU,82,980,1
1951,CS,CHARLIE,8/19/1951 6:00,11,19.2,16,-83.4,253,252,HU,85,979,2
1951,CS,CHARLIE,8/19/1951 9:00,11,19.2923,16,-83.9578,266,266,HU,85,977,2
1951,CS,CHARLIE,8/19/1951 12:00,11,19.4,15,-84.5,268,239,HU,85,976,2
1951,CS,CHARLIE,8/19/1951 15:00,11,19.5848,14,-85.05,239,175,HU,92, ,2
1951,CS,CHARLIE,8/19/1951 18:00,11,19.8,14,-85.6,175,122,HU,100, ,3
1951,CS,CHARLIE,8/19/1951 21:00,10,20.0116,13,-86.1732,115,68,HU,107, ,3
1951,CS,CHARLIE,8/20/1951 0:00,10,20.2,13,-86.7,68,38,HU,115, ,4
1951,CS,CHARLIE,8/20/1951 2:00,10,20.3,12,-87,38,15,HU,115, ,4
1951,CS,CHARLIE,8/20/1951 3:00,10,20.4,12,-87.3,10,0,HU,115, ,4
1951,NA,CHARLIE,8/20/1951 6:00,10,20.6,12,-87.9,0,0,HU,90, ,2
1951,NA,CHARLIE,8/20/1951 9:00,10,20.8,11,-88.5467,0,0,HU,80, ,1
1951,NA,CHARLIE,8/20/1951 12:00,9,21,10,-89.2,0,0,HU,70, ,1
1951,NA,CHARLIE,8/20/1951 15:00,9,21.2147,10,-89.8075,0,0,HU,67, ,1
1951,GM,CHARLIE,8/20/1951 18:00,9,21.4,9,-90.4,35,35,HU,65, ,1
1951,GM,CHARLIE,8/20/1951 21:00,9,21.5299,8,-91.0076,85,85,HU,65, ,1
1951,GM,CHARLIE,8/21/1951 0:00,9,21.6,8,-91.6,145,145,HU,65,989,1
1951,GM,CHARLIE,8/21/1951 3:00,9,21.6148,7,-92.1652,204,204,HU,65, ,1
1951,GM,CHARLIE,8/21/1951 6:00,9,21.6,7,-92.7,254,254,HU,65, ,1
1951,GM,CHARLIE,8/21/1951 9:00,9,21.6,6,-93.2375,303,303,HU,65, ,1
1951,GM,CHARLIE,8/21/1951 12:00,9,21.6,6,-93.7,339,313,HU,65, ,1
1951,GM,CHARLIE,8/21/1951 15:00,9,21.5922,5,-94.03,313,289,HU,65, ,1
1951,GM,CHARLIE,8/21/1951 18:00,9,21.6,5,-94.3,289,266,HU,65,988,1
1951,GM,CHARLIE,8/21/1951 21:00,9,21.6349,5,-94.5851,266,248,HU,67,985,1
1951,GM,CHARLIE,8/22/1951 0:00,9,21.7,5,-94.9,248,207,HU,70,982,1
1951,GM,CHARLIE,8/22/1951 3:00,9,21.7924,4,-95.2775,207,168,HU,75,979,1
1951,GM,CHARLIE,8/22/1951 6:00,9,21.9,4,-95.7,168,131,HU,80,977,1
1951,GM,CHARLIE,8/22/1951 9:00,8,22.0074,3,-96.1425,131,91,HU,82,974,1
1951,GM,CHARLIE,8/22/1951 12:00,8,22.1,3,-96.6,91,68,HU,85,972,2
